Period Ending,Country,CLDR Territory Code,Product,Reason,Court Orders,"Executive, Police, etc.",Items Requested To Be Removed
6/30/12,Germany,DE,YouTube,Religious Offense,0,3,7
6/30/12,Germany,DE,Web Search,Adult Content,0,6,112
6/30/12,Germany,DE,YouTube,National Security,0,9,132
6/30/12,Germany,DE,YouTube,Defamation,0,2,10
6/30/12,Germany,DE,Web Search,Violence,1,0,6
6/30/12,Germany,DE,YouTube,Privacy and Security,5,5,20
6/30/12,Germany,DE,Google Maps,Other,1,0,1
6/30/12,Germany,DE,Google Images,Privacy and Security,1,0,7
6/30/12,Germany,DE,YouTube,Violence,0,6,33
6/30/12,Germany,DE,Blogger,Privacy and Security,1,0,1
6/30/12,Germany,DE,Web Search,Other,1,0,2
6/30/12,Germany,DE,YouTube,Other,0,6,74
6/30/12,Germany,DE,Google AdWords,Copyright,3,0,9
6/30/12,Germany,DE,Google+ Local,Defamation,2,1,3
6/30/12,Germany,DE,Web Search,Defamation,143,2,858
6/30/12,Germany,DE,Blogger,Defamation,12,0,23
6/30/12,Thailand,TH,YouTube,Government Criticism,0,2,14
6/30/12,Japan,JP,Web Search,Privacy and Security,2,0,14
6/30/12,Japan,JP,Google Books,Defamation,1,0,1
6/30/12,Japan,JP,YouTube,Defamation,0,1,5
6/30/12,Japan,JP,Web Search,Copyright,1,0,2
6/30/12,Japan,JP,Google Books,Privacy and Security,1,0,1
6/30/12,Japan,JP,Web Search,Defamation,9,1,93
6/30/12,Russia,RU,Web Search,National Security,0,1,1
6/30/12,Russia,RU,YouTube,National Security,0,3,173
6/30/12,Russia,RU,Blogger,Defamation,2,0,2
6/30/12,Australia,AU,YouTube,Government Criticism,0,1,1
6/30/12,Australia,AU,Web Search,Privacy and Security,1,0,49
6/30/12,Australia,AU,YouTube,Other,0,3,3
6/30/12,Australia,AU,Google Sites,Defamation,0,1,4
6/30/12,Australia,AU,YouTube,Copyright,1,0,1
6/30/12,Australia,AU,YouTube,Defamation,0,2,3
6/30/12,Australia,AU,Web Search,Copyright,2,0,27
6/30/12,Australia,AU,Web Search,Defamation,1,0,3
6/30/12,Australia,AU,YouTube,Violence,0,1,1
6/30/12,Indonesia,ID,YouTube,Other,0,2,6
6/30/12,Indonesia,ID,YouTube,Adult Content,0,1,1
6/30/12,Kazakhstan,KZ,YouTube,National Security,0,1,10
6/30/12,Kazakhstan,KZ,Blogger,Violence,0,1,7
6/30/12,Brazil,BR,Web Search,Privacy and Security,0,1,1
6/30/12,Brazil,BR,Picasa Web Albums,Copyright,1,0,7
6/30/12,Brazil,BR,Web Search,Copyright,1,0,13
6/30/12,Brazil,BR,Blogger,Other,0,1,1
6/30/12,Brazil,BR,Picasa Web Albums,Privacy and Security,2,0,18
6/30/12,Brazil,BR,orkut,Copyright,2,0,2
6/30/12,Brazil,BR,orkut,Privacy and Security,3,0,6
6/30/12,Brazil,BR,orkut,Other,3,18,30
6/30/12,Brazil,BR,Google Videos,Privacy and Security,1,0,1
6/30/12,Brazil,BR,YouTube,National Security,0,2,6
6/30/12,Brazil,BR,orkut,Electoral Law,1,0,1
6/30/12,Brazil,BR,Gmail,Impersonation,1,0,1
6/30/12,Brazil,BR,Blogger,National Security,0,3,3
6/30/12,Brazil,BR,YouTube,Defamation,42,3,137
6/30/12,Brazil,BR,Google Docs,Privacy and Security,0,1,5
6/30/12,Brazil,BR,YouTube,Privacy and Security,7,2,21
6/30/12,Brazil,BR,YouTube,Adult Content,0,1,2
6/30/12,Brazil,BR,Google Images,Privacy and Security,1,0,17
6/30/12,Brazil,BR,YouTube,Violence,2,2,8
6/30/12,Brazil,BR,Blogger,Privacy and Security,3,0,20
6/30/12,Brazil,BR,Web Search,Other,1,0,2
6/30/12,Brazil,BR,orkut,Impersonation,22,0,889
6/30/12,Brazil,BR,YouTube,Other,6,3,11
6/30/12,Brazil,BR,Picasa Web Albums,Defamation,1,0,9
6/30/12,Brazil,BR,YouTube,Copyright,1,0,2
6/30/12,Brazil,BR,Blogger,Copyright,1,0,2
6/30/12,Brazil,BR,Web Search,Defamation,3,2,829
6/30/12,Brazil,BR,Blogger,Defamation,15,3,171
6/30/12,Brazil,BR,Google+ Local,Privacy and Security,1,0,1
6/30/12,Brazil,BR,Blogger,Government Criticism,0,1,7
6/30/12,Brazil,BR,Blogger,Impersonation,0,1,1
6/30/12,Brazil,BR,Gmail,Privacy and Security,0,1,1
6/30/12,Brazil,BR,orkut,Defamation,22,3,85
6/30/12,Canada,CA,Web Search,Privacy and Security,1,1,45
6/30/12,Canada,CA,Google+ Local,Defamation,0,1,1
6/30/12,Canada,CA,YouTube,Copyright,0,1,4
6/30/12,Canada,CA,YouTube,Defamation,0,7,13
6/30/12,Canada,CA,YouTube,Privacy and Security,0,4,4
6/30/12,Canada,CA,Web Search,Defamation,5,0,48
6/30/12,Canada,CA,Blogger,Defamation,7,0,86
6/30/12,Canada,CA,Google+,Defamation,3,0,3
6/30/12,Canada,CA,YouTube,Adult Content,0,1,1
6/30/12,Canada,CA,YouTube,Violence,0,2,2
6/30/12,Bosnia and Herzegovina,BA,Blogger,Defamation,1,0,1
6/30/12,Trinidad and Tobago,TT,YouTube,Government Criticism,0,1,10
6/30/12,Singapore,SG,Web Search,Copyright,1,0,2
6/30/12,Singapore,SG,Web Search,Defamation,0,1,2
6/30/12,Spain,ES,YouTube,Government Criticism,1,0,1
6/30/12,Spain,ES,Web Search,Privacy and Security,0,33,110
6/30/12,Spain,ES,Google+ Local,Other,0,1,1
6/30/12,Spain,ES,Blogger,Other,0,5,5
6/30/12,Spain,ES,YouTube,Privacy and Security,1,1,2
6/30/12,Spain,ES,Google Maps,Other,0,1,1
6/30/12,Spain,ES,Picasa Web Albums,Other,1,0,2
6/30/12,Spain,ES,Blogger,Privacy and Security,1,4,32
6/30/12,Spain,ES,YouTube,Violence,0,3,3
6/30/12,Spain,ES,YouTube,Other,0,1,1
6/30/12,Spain,ES,Gmail,Other,5,1,6
6/30/12,Spain,ES,YouTube,Hate Speech,0,2,2
6/30/12,Spain,ES,YouTube,Impersonation,1,0,1
6/30/12,Spain,ES,Blogger,Hate Speech,1,0,1
6/30/12,Spain,ES,Web Search,Defamation,1,0,1
6/30/12,Spain,ES,Blogger,Defamation,5,0,5
6/30/12,Cyprus,CY,YouTube,Adult Content,0,1,1
6/30/12,Argentina,AR,Web Search,Privacy and Security,3,0,129
6/30/12,Argentina,AR,YouTube,Privacy and Security,0,2,7
6/30/12,Argentina,AR,Web Search,Defamation,14,0,60
6/30/12,Argentina,AR,Blogger,Hate Speech,0,1,3
6/30/12,Argentina,AR,Web Search: Autocomplete,Defamation,1,0,4
6/30/12,Argentina,AR,Blogger,Defamation,1,0,5
6/30/12,Argentina,AR,Blogger,Privacy and Security,2,0,2
6/30/12,Azerbaijan,AZ,Web Search,Defamation,1,0,1
6/30/12,Azerbaijan,AZ,Panoramio,Hate Speech,0,1,1
6/30/12,Taiwan,TW,Web Search,Other,1,4,5
6/30/12,Taiwan,TW,Web Search,Privacy and Security,0,1,2
6/30/12,Taiwan,TW,YouTube,Other,0,1,1
6/30/12,Taiwan,TW,Blogger,Other,1,0,5
6/30/12,Taiwan,TW,Web Search,Defamation,0,1,1
6/30/12,Taiwan,TW,Google Sites,Other,0,1,1
6/30/12,Philippines,PH,Blogger,Defamation,0,2,2
6/30/12,Philippines,PH,Blogger,Government Criticism,0,1,5
6/30/12,Philippines,PH,Blogger,Impersonation,0,1,1
6/30/12,Slovakia,SK,Blogger,Privacy and Security,0,1,2
6/30/12,United States,US,YouTube,Government Criticism,1,5,7
6/30/12,United States,US,Web Search,National Security,0,1,1
6/30/12,United States,US,Web Search,Privacy and Security,20,1,27
6/30/12,United States,US,Blogger,Trademark,1,0,1
6/30/12,United States,US,Google Videos,Defamation,0,1,1
6/30/12,United States,US,Google+ Local,Other,0,1,1
6/30/12,United States,US,Web Search,Copyright,10,0,159
6/30/12,United States,US,Blogger,Other,1,1,2
6/30/12,United States,US,Google AdSense,Trademark,0,1,62
6/30/12,United States,US,Google+,Defamation,3,0,6
6/30/12,United States,US,Google Images,Defamation,1,0,7
6/30/12,United States,US,Google Sites,Defamation,2,0,2
6/30/12,United States,US,Web Search,Trademark,4,0,174
6/30/12,United States,US,Gmail,Other,1,0,1
6/30/12,United States,US,Web Search,Impersonation,1,0,3
6/30/12,United States,US,YouTube,National Security,0,1,1
6/30/12,United States,US,Panoramio,Copyright,1,0,27
6/30/12,United States,US,YouTube,Defamation,4,5,87
6/30/12,United States,US,Google Groups,Defamation,2,0,1755
6/30/12,United States,US,YouTube,Privacy and Security,1,11,25
6/30/12,United States,US,YouTube,Adult Content,0,2,6
6/30/12,United States,US,YouTube,Violence,1,5,10
6/30/12,United States,US,Blogger,Privacy and Security,3,0,10
6/30/12,United States,US,Web Search,Other,6,1,56
6/30/12,United States,US,YouTube,Other,0,5,8
6/30/12,United States,US,Picasa Web Albums,Defamation,1,0,1
6/30/12,United States,US,Google AdWords,Other,1,13,352
6/30/12,United States,US,Google Docs,Defamation,1,0,1
6/30/12,United States,US,YouTube,Copyright,0,1,1
6/30/12,United States,US,Google+ Local,Defamation,2,1,3
6/30/12,United States,US,Blogger,Copyright,1,0,1
6/30/12,United States,US,Google Product Search,Copyright,1,0,6
6/30/12,United States,US,Web Search,Defamation,84,1,1134
6/30/12,United States,US,Blogger,Defamation,54,1,219
6/30/12,United States,US,Google AdWords,Trademark,0,4,5
6/30/12,United States,US,YouTube,Trademark,1,1,4
6/30/12,United States,US,Blogger,Impersonation,0,1,1
6/30/12,Switzerland,CH,Web Search,Other,1,0,1
6/30/12,Switzerland,CH,YouTube,Defamation,2,0,4
6/30/12,Switzerland,CH,Blogger,Copyright,1,0,1
6/30/12,Mauritius,MU,Web Search,Defamation,0,2,2
6/30/12,Sweden,SE,YouTube,Other,0,1,1
6/30/12,Sweden,SE,YouTube,Violence,0,1,1
6/30/12,Monaco,MC,Blogger,Privacy and Security,0,1,5
6/30/12,Portugal,PT,Web Search,Other,1,0,1
6/30/12,Portugal,PT,Blogger,Defamation,0,1,3
6/30/12,Mexico,MX,Gmail,Defamation,1,0,1
6/30/12,Mexico,MX,Blogger,Defamation,3,1,4
6/30/12,Saudi Arabia,SA,YouTube,Privacy and Security,0,1,1
6/30/12,Malta,MT,YouTube,Other,0,2,2
6/30/12,Malta,MT,YouTube,Privacy and Security,0,1,2
6/30/12,Malta,MT,Web Search,Defamation,1,0,15
6/30/12,Hungary,HU,YouTube,Privacy and Security,0,2,2
6/30/12,South Africa,ZA,Web Search,Defamation,2,0,10
6/30/12,South Africa,ZA,Blogger,Defamation,1,0,1
6/30/12,Malaysia,MY,YouTube,Hate Speech,0,1,1
6/30/12,Malaysia,MY,Blogger,Defamation,0,1,1
12/31/12,Greece,GR,YouTube,Hate Speech,0,1,1
12/31/12,Greece,GR,Web Search,Defamation,1,0,2
12/31/12,Greece,GR,Blogger,Defamation,1,1,13
12/31/12,Greece,GR,YouTube,Suicide Promotion,0,1,1
12/31/12,Greece,GR,YouTube,Violence,0,1,1
12/31/12,Lebanon,LB,YouTube,Religious Offense,1,1,2
12/31/12,Lebanon,LB,YouTube,Copyright,0,1,1
12/31/12,Slovenia,SI,Blogger,Defamation,2,0,4
12/31/12,Timor-Leste,TL,Blogger,Defamation,0,1,1
12/31/12,Sierra Leone,SL,YouTube,Violence,0,1,60
12/31/12,Brunei,BN,YouTube,Religious Offense,0,1,1
12/31/12,Nepal,NP,YouTube,Adult Content,0,1,4
12/31/12,Ireland,IE,YouTube,Defamation,0,1,2
12/31/12,Ireland,IE,YouTube,Bullying/Harassment,0,1,6
12/31/12,Ireland,IE,YouTube,Suicide Promotion,0,1,1
12/31/12,Ireland,IE,Gmail,Privacy and Security,0,1,2
12/31/12,Pakistan,PK,YouTube,Other,0,1,1
12/31/12,Pakistan,PK,Web Search,Defamation,1,0,6
12/31/12,Norway,NO,Google AdWords,Other,0,1,4
12/31/12,Norway,NO,YouTube,Drug Abuse,0,1,1
12/31/12,Chile,CL,Web Search,Privacy and Security,0,1,1
12/31/12,Chile,CL,Blogger,Defamation,1,1,2
12/31/12,Chile,CL,YouTube,Reason Unspecified,1,0,1
12/31/12,Peru,PE,YouTube,Hate Speech,0,1,2
12/31/12,Peru,PE,YouTube,Defamation,0,2,3
12/31/12,Peru,PE,Web Search,Defamation,0,1,3
12/31/12,Peru,PE,Blogger,Defamation,1,1,3
12/31/12,Turkey,TR,YouTube,Government Criticism,2,9,63
12/31/12,Turkey,TR,Web Search,Privacy and Security,3,0,4
12/31/12,Turkey,TR,Web Search,Copyright,19,0,8344
12/31/12,Turkey,TR,YouTube,Drug Abuse,0,1,1
12/31/12,Turkey,TR,Google Images,Defamation,1,0,1
12/31/12,Turkey,TR,Google+,Other,0,1,1
12/31/12,Turkey,TR,Picasa Web Albums,Reason Unspecified,0,1,3
12/31/12,Turkey,TR,YouTube,Religious Offense,1,17,970
12/31/12,Turkey,TR,YouTube,National Security,0,3,18
12/31/12,Turkey,TR,Blogger,National Security,0,1,5
12/31/12,Turkey,TR,YouTube,Bullying/Harassment,0,2,6
12/31/12,Turkey,TR,Google Images,Impersonation,1,0,5
12/31/12,Turkey,TR,YouTube,Defamation,8,4,75
12/31/12,Turkey,TR,Google Docs,Privacy and Security,0,1,1
12/31/12,Turkey,TR,Blogger,Adult Content,0,11,68
12/31/12,Turkey,TR,YouTube,Privacy and Security,0,1,1
12/31/12,Turkey,TR,YouTube,Adult Content,2,1,5
12/31/12,Turkey,TR,YouTube,Other,3,0,130
12/31/12,Turkey,TR,Google Docs,Defamation,0,2,4
12/31/12,Turkey,TR,YouTube,Copyright,0,1,8
12/31/12,Turkey,TR,Blogger,Hate Speech,0,1,9
12/31/12,Turkey,TR,Web Search,Defamation,8,0,95
12/31/12,Turkey,TR,Google Images,Bullying/Harassment,1,0,8
12/31/12,Turkey,TR,Blogger,Defamation,35,8,187
12/31/12,Turkey,TR,Blogger,Government Criticism,1,5,22
12/31/12,Turkey,TR,YouTube,Trademark,2,0,4
12/31/12,Djibouti,DJ,YouTube,Religious Offense,0,1,1
12/31/12,Poland,PL,YouTube,Other,0,1,1
12/31/12,Poland,PL,Web Search,Trademark,2,0,6
12/31/12,Poland,PL,YouTube,Privacy and Security,0,1,1
12/31/12,Poland,PL,Web Search,Defamation,1,0,4
12/31/12,Poland,PL,Blogger,Defamation,1,0,2
12/31/12,Poland,PL,YouTube,Trademark,0,2,2
12/31/12,United Arab Emirates,AE,YouTube,Religious Offense,0,1,6
12/31/12,United Arab Emirates,AE,Google Play Apps,Adult Content,0,1,43
12/31/12,United Arab Emirates,AE,Web Search,Reason Unspecified,1,0,13
12/31/12,United Arab Emirates,AE,Blogger,Hate Speech,0,1,1
12/31/12,Macedonia [FYROM],MK,YouTube,Privacy and Security,0,1,1
12/31/12,Madagascar,MG,Blogger,Defamation,2,0,2
12/31/12,South Korea,KR,YouTube,Government Criticism,0,1,1
12/31/12,South Korea,KR,Web Search,Privacy and Security,0,6,14
12/31/12,South Korea,KR,Google Play Apps,Other,0,22,674
12/31/12,South Korea,KR,YouTube,National Security,0,1,1
12/31/12,South Korea,KR,Google Groups,Privacy and Security,0,1,2
12/31/12,South Korea,KR,YouTube,Privacy and Security,0,16,16
12/31/12,South Korea,KR,Google Code,Privacy and Security,0,2,3
12/31/12,South Korea,KR,Blogger,Privacy and Security,0,7,10
12/31/12,Israel,IL,Web Search,Privacy and Security,2,0,5
12/31/12,Israel,IL,Web Search,Government Criticism,0,1,1
12/31/12,Israel,IL,YouTube,Copyright,0,1,1
12/31/12,Israel,IL,YouTube,Defamation,0,3,5
12/31/12,Israel,IL,Google Play Apps,Trademark,0,1,1
12/31/12,Austria,AT,YouTube,Defamation,1,0,2
12/31/12,Austria,AT,YouTube,Privacy and Security,0,1,1
12/31/12,Austria,AT,Web Search,Defamation,3,1,127
12/31/12,Italy,IT,YouTube,Government Criticism,0,1,1
12/31/12,Italy,IT,YouTube,Bullying/Harassment,0,1,1
12/31/12,Italy,IT,YouTube,Defamation,2,0,6
12/31/12,Italy,IT,Google Groups,Defamation,1,0,1
12/31/12,Italy,IT,YouTube,Privacy and Security,2,0,6
12/31/12,Italy,IT,YouTube,Adult Content,0,1,1
12/31/12,Italy,IT,Google Sites,Other,0,1,1
12/31/12,Italy,IT,Blogger,Privacy and Security,1,0,1
12/31/12,Italy,IT,Web Search,Other,2,0,2
12/31/12,Italy,IT,Google Notebook,Defamation,1,0,1
12/31/12,Italy,IT,Web Search,Trademark,1,0,24
12/31/12,Italy,IT,Google Docs,Defamation,1,0,1
12/31/12,Italy,IT,Web Search,Defamation,3,0,7
12/31/12,Italy,IT,Picasa Web Albums,Trademark,1,0,36
12/31/12,Italy,IT,Blogger,Defamation,7,0,21
12/31/12,Italy,IT,YouTube,Trademark,1,0,1
12/31/12,Netherlands,NL,YouTube,Copyright,0,1,1
12/31/12,Netherlands,NL,YouTube,Privacy and Security,0,1,1
12/31/12,Netherlands,NL,Web Search,Defamation,3,0,34
12/31/12,Netherlands,NL,Blogger,Defamation,3,0,6
12/31/12,Luxembourg,LU,Web Search,Defamation,1,0,1
12/31/12,Egypt,EG,YouTube,Religious Offense,0,1,1
12/31/12,United Kingdom,GB,YouTube,Government Criticism,0,1,1
12/31/12,United Kingdom,GB,Web Search,Privacy and Security,1,0,1
12/31/12,United Kingdom,GB,Web Search,Reason Unspecified,1,0,1
12/31/12,United Kingdom,GB,Web Search: Autocomplete,Defamation,1,0,3
12/31/12,United Kingdom,GB,Google Sites,Other,0,1,2
12/31/12,United Kingdom,GB,Google Images,Defamation,1,0,3
12/31/12,United Kingdom,GB,YouTube,Hate Speech,0,1,1
12/31/12,United Kingdom,GB,YouTube,National Security,0,9,58
12/31/12,United Kingdom,GB,YouTube,Defamation,0,1,1
12/31/12,United Kingdom,GB,YouTube,Bullying/Harassment,0,9,36
12/31/12,United Kingdom,GB,YouTube,Privacy and Security,0,14,17
12/31/12,United Kingdom,GB,YouTube,Adult Content,0,1,1
12/31/12,United Kingdom,GB,Google Images,Privacy and Security,1,0,24
12/31/12,United Kingdom,GB,Blogger,Privacy and Security,1,0,3
12/31/12,United Kingdom,GB,YouTube,Violence,0,9,19
12/31/12,United Kingdom,GB,YouTube,Reason Unspecified,0,2,8
12/31/12,United Kingdom,GB,YouTube,Other,0,3,5
12/31/12,United Kingdom,GB,Google AdWords,Other,12,4,45
12/31/12,United Kingdom,GB,YouTube,Copyright,0,3,5
12/31/12,United Kingdom,GB,Google+ Local,Defamation,1,0,1
12/31/12,United Kingdom,GB,Gmail,National Security,0,1,1
12/31/12,United Kingdom,GB,Web Search,Defamation,6,1,10
12/31/12,United Kingdom,GB,Blogger,Defamation,11,1,22
12/31/12,United Kingdom,GB,Blogger,Government Criticism,0,1,1
12/31/12,United Kingdom,GB,YouTube,Trademark,0,5,17
12/31/12,Belgium,BE,Google+,Impersonation,0,1,1
12/31/12,Belgium,BE,YouTube,Defamation,2,1,10
12/31/12,Belgium,BE,Blogger,Copyright,0,1,1
12/31/12,Belgium,BE,YouTube,Privacy and Security,0,1,1
12/31/12,Belgium,BE,YouTube,Adult Content,0,12,17
12/31/12,Belgium,BE,Google Images,Privacy and Security,0,1,1
12/31/12,Belgium,BE,Blogger,Impersonation,0,1,1
12/31/12,France,FR,Web Search: Related results,Defamation,1,0,1
12/31/12,France,FR,Web Search,Privacy and Security,1,0,1
12/31/12,France,FR,YouTube,Bullying/Harassment,0,3,3
12/31/12,France,FR,YouTube,Defamation,1,0,2
12/31/12,France,FR,YouTube,Privacy and Security,0,1,3
12/31/12,France,FR,YouTube,Adult Content,0,3,3
12/31/12,France,FR,Gmail,Reason Unspecified,0,2,2
12/31/12,France,FR,Google Images,Defamation,1,0,4
12/31/12,France,FR,YouTube,Violence,0,1,1
12/31/12,France,FR,YouTube,Reason Unspecified,0,5,5
12/31/12,France,FR,Web Search,Other,1,0,7
12/31/12,France,FR,YouTube,Other,0,1,1
12/31/12,France,FR,Web Search,Trademark,1,0,5
12/31/12,France,FR,Blogger,Reason Unspecified,0,1,1
12/31/12,France,FR,YouTube,Hate Speech,0,1,4
12/31/12,France,FR,Google+ Local,Defamation,0,1,1
12/31/12,France,FR,YouTube,Copyright,0,4,14
12/31/12,France,FR,Web Search,Defamation,14,0,126
12/31/12,France,FR,Google+ Local,Privacy and Security,0,1,10
12/31/12,France,FR,Blogger,Defamation,12,0,136
12/31/12,France,FR,Blogger,Government Criticism,0,1,1
12/31/12,France,FR,Gmail,Privacy and Security,0,1,1
12/31/12,Venezuela,VE,YouTube,Copyright,0,1,1
12/31/12,Palestine,PS,Blogger,Defamation,1,0,5
12/31/12,India,IN,Web Search,Privacy and Security,2,3,256
12/31/12,India,IN,Google Videos,Copyright,1,0,1
12/31/12,India,IN,Blogger,Religious Offense,0,3,4
12/31/12,India,IN,Web Search,Religious Offense,0,1,1
12/31/12,India,IN,Google Earth,National Security,0,1,1
12/31/12,India,IN,Google Images,Defamation,1,0,3
12/31/12,India,IN,Google Profiles,Impersonation,0,1,1
12/31/12,India,IN,Picasa Web Albums,Privacy and Security,1,0,12
12/31/12,India,IN,orkut,Privacy and Security,1,1,3
12/31/12,India,IN,orkut,Reason Unspecified,0,1,1
12/31/12,India,IN,Web Search,Trademark,1,0,1
12/31/12,India,IN,YouTube,Hate Speech,0,1,5
12/31/12,India,IN,Google Books,Copyright,1,0,1
12/31/12,India,IN,Google+,Privacy and Security,1,0,1
12/31/12,India,IN,Google Images,Religious Offense,0,1,1
12/31/12,India,IN,YouTube,Religious Offense,5,54,2328
12/31/12,India,IN,Web Search,Adult Content,0,1,5
12/31/12,India,IN,Google+,Religious Offense,0,1,4
12/31/12,India,IN,YouTube,Defamation,3,10,61
12/31/12,India,IN,Google Maps,Geographical Dispute,0,1,5
12/31/12,India,IN,YouTube,Bullying/Harassment,0,4,10
12/31/12,India,IN,YouTube,Privacy and Security,0,6,9
12/31/12,India,IN,Blogger,Adult Content,0,1,3
12/31/12,India,IN,YouTube,Adult Content,0,3,5
12/31/12,India,IN,Gmail,Reason Unspecified,0,1,1
12/31/12,India,IN,YouTube,Violence,1,4,94
12/31/12,India,IN,Blogger,Privacy and Security,0,3,3
12/31/12,India,IN,YouTube,Reason Unspecified,0,3,13
12/31/12,India,IN,YouTube,Other,0,1,1
12/31/12,India,IN,orkut,Impersonation,1,3,6
12/31/12,India,IN,Blogger,Reason Unspecified,0,2,3
12/31/12,India,IN,YouTube,Copyright,0,1,1
12/31/12,India,IN,Google+ Local,Defamation,0,1,1
12/31/12,India,IN,Google Groups,Privacy and Security,1,0,1
12/31/12,India,IN,Blogger,Copyright,6,0,6
12/31/12,India,IN,Picasa Web Albums,Impersonation,1,0,1
12/31/12,India,IN,Web Search,Defamation,7,3,48
12/31/12,India,IN,Google+ Local,Privacy and Security,1,0,1
12/31/12,India,IN,Blogger,Defamation,3,2,23
12/31/12,India,IN,YouTube,Trademark,0,1,13
12/31/12,India,IN,Gmail,Privacy and Security,0,1,1
12/31/12,India,IN,orkut,Defamation,0,2,3
12/31/12,Jordan,JO,YouTube,Religious Offense,0,4,233
12/31/12,Iran,IR,YouTube,Religious Offense,0,1,4
12/31/12,Maldives,MV,YouTube,Religious Offense,0,1,1
12/31/12,New Zealand,NZ,Web Search,Reason Unspecified,1,0,5
12/31/12,New Zealand,NZ,Gmail,Impersonation,0,1,1
12/31/12,New Zealand,NZ,YouTube,Impersonation,0,1,2
12/31/12,New Zealand,NZ,Web Search,Defamation,1,0,4
12/31/12,New Zealand,NZ,Blogger,Defamation,2,0,4
12/31/12,New Zealand,NZ,YouTube,Adult Content,0,1,33
12/31/12,Germany,DE,YouTube,Government Criticism,0,1,1
12/31/12,Germany,DE,Blogger,Trademark,1,0,24
12/31/12,Germany,DE,Blogger,Other,2,0,2
12/31/12,Germany,DE,Web Search: Autocomplete,Defamation,1,0,1
12/31/12,Germany,DE,Google Images,Defamation,4,0,8
12/31/12,Germany,DE,Picasa Web Albums,Privacy and Security,0,1,1
12/31/12,Germany,DE,Gmail,Other,1,0,1
12/31/12,Germany,DE,YouTube,Hate Speech,0,4,144
12/31/12,Germany,DE,Google Groups,Violence,0,1,1
12/31/12,Germany,DE,Web Search,Adult Content,0,6,208
12/31/12,Germany,DE,YouTube,National Security,0,1,1
12/31/12,Germany,DE,YouTube,Defamation,5,3,19
12/31/12,Germany,DE,Google Groups,Defamation,1,0,1
12/31/12,Germany,DE,YouTube,Privacy and Security,4,6,21
12/31/12,Germany,DE,YouTube,Adult Content,0,1,17
12/31/12,Germany,DE,YouTube,Violence,0,4,30
12/31/12,Germany,DE,Web Search,Other,4,0,27
12/31/12,Germany,DE,YouTube,Other,0,2,16
12/31/12,Germany,DE,YouTube,Copyright,0,2,23
12/31/12,Germany,DE,Google+ Local,Defamation,2,0,3
12/31/12,Germany,DE,Blogger,Copyright,0,1,1
12/31/12,Germany,DE,Web Search,Defamation,157,3,491
12/31/12,Germany,DE,Blogger,Defamation,10,1,53
12/31/12,Germany,DE,YouTube,Trademark,0,2,11
12/31/12,Japan,JP,Google+ Local,Government Criticism,0,1,1
12/31/12,Japan,JP,Web Search,Privacy and Security,1,0,1
12/31/12,Japan,JP,Web Search,Reason Unspecified,3,0,39
12/31/12,Japan,JP,Blogger,Reason Unspecified,1,0,1
12/31/12,Japan,JP,YouTube,Defamation,0,1,10
12/31/12,Japan,JP,Web Search,Defamation,1,0,37
12/31/12,Japan,JP,Google Docs,Copyright,0,1,2
12/31/12,Russia,RU,Google App Engine,Suicide Promotion,0,1,1
12/31/12,Russia,RU,Blogger,Drug Abuse,1,18,19
12/31/12,Russia,RU,Blogger,Suicide Promotion,0,1,1
12/31/12,Russia,RU,YouTube,Drug Abuse,0,21,21
12/31/12,Russia,RU,YouTube,Privacy and Security,0,3,3
12/31/12,Russia,RU,Google Sites,Drug Abuse,0,7,7
12/31/12,Russia,RU,__„â___µ„â„Ü,Drug Abuse,0,4,4
12/31/12,Russia,RU,__„â___µ„â„Ü,Suicide Promotion,0,22,22
12/31/12,Russia,RU,YouTube,Hate Speech,0,1,1
12/31/12,Russia,RU,Web Search,Suicide Promotion,0,2,2
12/31/12,Russia,RU,Blogger,Defamation,2,1,3
12/31/12,Russia,RU,YouTube,Suicide Promotion,0,30,30
12/31/12,Dominican Republic,DO,YouTube,Defamation,0,1,1
12/31/12,Australia,AU,YouTube,Religious Offense,0,1,1
12/31/12,Australia,AU,YouTube,National Security,0,2,2
12/31/12,Australia,AU,Google+ Local,Other,0,1,1
12/31/12,Australia,AU,YouTube,Impersonation,0,1,1
12/31/12,Australia,AU,Google+ Local,Defamation,0,1,1
12/31/12,Australia,AU,YouTube,Copyright,0,1,1
12/31/12,Australia,AU,Web Search,Defamation,2,0,2
12/31/12,Australia,AU,Web Search,Bullying/Harassment,0,1,1
12/31/12,Australia,AU,Blogger,Defamation,2,0,8
12/31/12,Australia,AU,Web Search: Related results,Bullying/Harassment,2,0,3
12/31/12,Australia,AU,YouTube,Trademark,0,2,124
12/31/12,Kenya,KE,Blogger,Defamation,1,0,1
12/31/12,Indonesia,ID,YouTube,Religious Offense,0,1,45
12/31/12,Indonesia,ID,Web Search,Adult Content,0,1,1
12/31/12,Indonesia,ID,Blogger,Defamation,0,1,1
12/31/12,Kazakhstan,KZ,Blogger,Violence,0,1,1
12/31/12,Kazakhstan,KZ,YouTube,Violence,0,1,22
12/31/12,Brazil,BR,Web Search,Privacy and Security,16,2,80
12/31/12,Brazil,BR,Blogger,Trademark,2,0,3
12/31/12,Brazil,BR,Blogger,Other,7,3,189
12/31/12,Brazil,BR,Google Images,Defamation,2,1,6
12/31/12,Brazil,BR,Gmail,Electoral Law,2,0,2
