video_id	uploader	age	category	length	views	rate	ratings	comments
YdP8w-mBBGs	yeesiang	989	Entertainment	210	30537	4.24	34	21
o9b2DRlL-ZM	vVvGamer	1138	Entertainment	193	1173	4.58	12	10
ln6e0kxFvxA	NGDarkAngel	1191	Entertainment	11	587	5	1	1
tvku_pGo5HE	Loco120	1211	Entertainment	385	2081	4.56	25	38
kpJnKiDbhtQ	drkphenixz	1037	Entertainment	127	12173	4.66	44	124
hxmOmm6BLlU	nick123456l	1207	Entertainment	206	221	0	0	2
PPg7_p215Os	FunProjects	1223	Entertainment	284	1214	5	17	29
PoSPAtObojE	Frugaluga	1181	Entertainment	413	2579	4.55	49	64
wuxDEtl_Bdo	speersy14	1212	Entertainment	418	499	5	6	5
SpY8vulfRs8	Loco120	1237	Gaming	559	1748	4.41	17	15
WbYqrVgctMs	IntenseInstinctz2008	1237	Entertainment	31	189	5	1	0
HHSQoYFWAEU	Frugaluga	1156	Entertainment	270	1537	4.11	27	45
4fV8TfqW-pU	NGDarkAngel	1058	Entertainment	55	3289	4.18	11	31
#NAME?	Loco120	1177	Entertainment	459	3229	4.52	27	33
zjh_QDdpEV0	flyinchinchy	1162	Entertainment	466	699	3.4	5	7
iyISGIoymtA	WIGANjoeTOWN	1226	Nonprofits & Activism	463	532	4.62	8	12
5lPtaGIHPAA	vVvGamer	1090	Entertainment	374	4808	4.47	15	35
n0pxcOhIlOk	nickywood92	1162	Entertainment	3	375	2.33	3	2
3ovKpqmjPko	duggie2k6	1033	Sports	375	766	4	4	3
AVY99_-rEPI	Kayzabel	1234	Entertainment	418	645	4.7	10	11
R-VCBbQgWlU	EgyptianGumbo	967	People & Blogs	525	15290	4.8	30	13
Ydj9SApBPN4	EgyptianGumbo	967	People & Blogs	444	25480	4.96	69	37
VUKgDTYkC8k	EgyptianGumbo	962	People & Blogs	309	6439	4.92	13	5
G7HfRJRLhNU	SalafiAthari	949	People & Blogs	62	1223	5	4	3
B2vxPjHRyf8	bertfe2001	998	Music	548	2853	5	7	1
dK7O6x39Ux4	shaykha	661	Howto & Style	399	37066	4.96	96	91
BJbNQdQ6NM8	basilawaidah	950	Entertainment	283	7146	4.82	11	5
0RLqnyxiMXY	favourite555	931	Entertainment	56	3104	5	3	2
p1kbNmBYxdY	EgyptianGumbo	967	People & Blogs	427	3780	5	7	3
1J-5t5dcjaM	respecta786	942	Howto & Style	599	19573	4.94	36	29
0-ebI40fggM	dierboxer20	1084	Entertainment	515	1772	5	3	1
gkwIX9lCOaQ	kareeminator	905	People & Blogs	592	1266	5	2	2
g5SlbinRmxY	islamiclife	951	Entertainment	597	626	5	1	0
bwnkI5OmZIA	Stockingirl	860	People & Blogs	50	21039	4.4	10	2
syLscMw0Wyw	illformed	956	Entertainment	537	11925	4.12	17	17
XUl1on-kLO0	bfayr	763	Comedy	71	11759	4.67	6	0
nEXfSy979WU	burntfilmproductions	1178	Entertainment	78	10679	4.84	25	5
PM1lNGaYqc4	fordmodels	1081	Entertainment	176	15881	4.07	29	20
N9b8YSozvRw	grungegopher	774	Music	139	10089	4.86	28	38
bjmyLK-0FpE	hautecouturegrl	626	People & Blogs	85	1130	0	0	1
VUWDrTybWzA	pinniee	769	Entertainment	311	10614	4.31	13	30
BBz3xuFP-Mw	timshef	908	Entertainment	55	2421	5	2	4
VWBX413pu2w	TheAlec	599	Entertainment	36	7508	1.89	18	16
#NAME?	konax666	762	Autos & Vehicles	350	7811	4.21	14	18
KbV5FuiOUd4	majuhnator	932	Entertainment	21	1582	5	2	4
LkNeEm8wDSw	joe00devola	1081	Film & Animation	230	7600	5	6	10
a3T6nxcNO6k	konax666	825	Entertainment	56	10323	3.46	13	20
-2SLigfLKfA	konax666	810	Autos & Vehicles	106	3812	5	3	4
3B9fBStRIv0	astd73	882	Entertainment	90	3279	4.29	7	6
GvjWh6Ds-pU	RwSPiitbull	1011	Entertainment	183	683	1	1	0
5IQtSiNU4GM	htffan89	934	Entertainment	237	2347	3.5	4	9
DLEyzXCM4Os	schwartzerritter	986	Entertainment	94	383	5	3	1
RILsVZ3C2AY	konax666	813	Autos & Vehicles	42	1689	5	3	3
lJr-ssEfrdU	alpinaB12coupe	1154	Entertainment	559	3480	4.64	14	26
XoVhCLLS2-8	mercw202	843	Entertainment	156	2371	4.5	4	5
uXYHAAfMP2g	BIGfart7	887	Autos & Vehicles	313	5176	4	8	14
rEadNOfS4fg	konax666	804	Autos & Vehicles	262	2737	4.25	4	3
xSyOTaw31tg	shay454	648	Entertainment	80	12792	4.42	12	23
7ewZSAGNXBg	Boomo1234	1033	Autos & Vehicles	303	3379	2	5	9
GR6eROsB1A8	90ali9090	834	Entertainment	84	2173	3	3	3
waywSdRzZH4	TomekF430	883	Entertainment	428	20821	4.48	27	35
u_Flwfunnk0	JoBrosAllTheWay	1180	Entertainment	34	85	0	0	0
vPfuNf9AXr0	JoBrosAllTheWay	1201	Entertainment	22	38	0	0	1
jbzzatayXKs	DaphAndMe	1215	Entertainment	205	95	5	1	7
_JKBv1evf6w	JonasLover53	1101	Entertainment	9	1640	4.5	10	17
D_egNtCTKLE	Lidomaggie510	1166	Music	593	1064	4.75	16	7
m-fXCRrm2Ps	JoBrosAllTheWay	1234	Entertainment	37	197	4.33	3	5
_2MHTsMQMlI	SupaRwar	1180	Music	192	1177	5	5	2
D4jpCrWPlUw	freshtadef1612	1139	Comedy	112	89	5	1	2
qu5bvh0S5f0	argylesockx	722	Music	273	1537	5	24	15
BTr1BENoh04								
dFCKy8ZYpYw	sweetloverdani	1161	Entertainment	32	124	5	3	6
CUuHd3gIy2M	gregorydeancrouch	943	Music	206	579	0	0	0
4j15iWBFsbM	Actar576295	1018	Entertainment	596	21399	4.63	54	114
lkyeYl7pKto	Actar576295	1163	Entertainment	479	4831	4.5	28	49
0esAvwHROmQ	nintendokid100	1237	Entertainment	362	522	0	0	3
0yysqMyEG4M	TorchwoodPrime	1190	Entertainment	435	470	4.8	5	4
21r6MjsEpzs	Actar576295	1074	People & Blogs	564	12621	4.63	60	60
EzYI_RJ4Mpg	holyangem0n	1174	Entertainment	188	3477	4.64	11	18
MJshqQb9OnQ	Actar576295	1229	Travel & Events	600	818	4.4	15	25
cIs8-Y_0XFM	Actar576295	1004	Entertainment	570	9777	4.57	28	53
HzSVT-jQ8rg	digidude86	1201	Comedy	19	1479	4.75	4	3
WUw74Vb9TbA	awsome655	1233	Entertainment	28	236	0	0	0
w35eQ9_vC94	deidara420	1058	Entertainment	423	10302	3.43	30	151
De4k5pLWct8	Actar576295	1240	Entertainment	169	945	4.42	12	8
_rw49uZIjAM	gohanrocs12	1053	Entertainment	81	11802	4.61	18	42
bpyVrp740Us	Actar576295	1037	Entertainment	597	9501	4.5	28	30
L_tw3VPtNQM	Actar576295	1235	Entertainment	600	788	4.87	15	9
tw4oFNamBlA	Actar576295	1025	Entertainment	594	14148	4.67	43	56
jL_GjvO3xxE	diablo66674	1027	Music	281	112	0	0	0
71mYB_-YAMc	Israeli1guy	1116	News & Politics	353	1975	3.67	9	15
TcvPyisztJw	aliayed	1181	People & Blogs	153	713	5	6	4
6QOv0-sxxPI	Eminemporvida4	981	People & Blogs	59	3828	4	17	18
gYxqb-IvSiM	infolivetvenglish	1116	News & Politics	88	2589	4.2	10	25
Fq2n0QMnJ3Q	MassaForCongress	1171	News & Politics	93	10311	4.18	38	21
LutcwjUBxp4	samoh13	622	Comedy	45	15460	4.89	9	2
XlXRAJ7SuVI	NationOfPeace	1114	News & Politics	97	3493	4.6	20	53
bb2Y2DuQLk8	mdenyse	1095	Comedy	22	399	3	3	0
Uttu2MIK-kw	yyba1	1117	People & Blogs	554	135	0	0	1
fuwnHocsO7k	susqunkral72	1015	Music	243	4824	5	4	3
ryXla4XvUDI	kabbaniaseel	826	Music	395	17734	4.38	13	7
7UXtD66cERc	straatdichterscom	1112	Music	196	12011	4.13	30	84
#NAME?	ManoCPfan	1064	Music	130	5832	4.4	10	24
JCAJ0n_Utn8	rzvbrb	1182	Entertainment	30	3313	4	2	0
VEamaxWGrwQ	ThiaMegia	1179	Music	242	4933	4.08	77	82
iytGC042fWk	ThiaMegia	1166	Music	318	1790	4.72	36	27
vec7y8mhwT0	ThiaMegia	1190	Music	590	1803	4.82	61	42
3f0gZo4tDpA	ThiaMegia	1190	Music	542	1874	4.83	76	57
vLiIH-YUFWQ	ThiaMegia	1189	Music	192	1936	4.77	52	30
CPIuJodUmB8	ThiaMegia	1096	Music	220	13455	4.86	56	55
984pBoongR0	SariSharma	1237	Entertainment	235	431	5	1	6
eIT3UmxohXc	lilmonkey1859	1117	Comedy	275	1194	2.6	5	3
RvEW9Z0stL8	ThiaMegia	1069	Music	214	7441	4.72	78	71
TeS02woxyEk	LorraineABLaughs	1230	Comedy	66	916	4	1	0
p3wwjbXIvrA	ThiaMegia	1089	Entertainment	369	1478	4.27	11	14
UqALOtgBd38	90belger	1085	Entertainment	258	4437	5	8	2
UXZXCd2uH1U	sherybu	1182	Music	151	918	0	0	0
yD6Z0CCcq5M	karencorcoran	1050	Music	52	883	0	0	0
yKuVm-FlDPE	danzaman123	498	People & Blogs	237	1316	2.7	10	4
pAvGD9YovTk	azureaus	584	Music	250	904	5	5	5
qSze1hQDPyk	XOKittenOX	402	Entertainment	101	279527	2.45	401	292
ygSw6AnCQyo	decmarshall	777	Music	124	391	0	0	2
jtyuc2Rz2mQ	LonghairedGerman	771	Film & Animation	147	19242	4.39	28	0
hY28Odnhkdk	sdice0	880	Comedy	234	277	5	1	1
tJ_pxUu-AXw	lvgtwest	974	Music	118	4685	4.62	21	6
DNzRTgiHLCc	mrduckbear12	1048	Entertainment	145	4367	4.4	5	16
f4o8UGz9FaM	doseofhawk	1091	Comedy	206	245	5	1	1
AmkfSqDk9GY	twgrigg	731	Music	28	544	0	0	1
v_sJebyn-bg	iregurl	742	Music	191	10716	4.87	53	20
YQZ84RT4zLY	ZIBI0	502	Comedy	30	307	0	0	2
4YNqgclHsXM	bboypredator2006	1048	Music	232	4154	5	14	15
I0eM4_9C7GM	nickyiee	879	Music	96	2625	5	10	14
EffQde6Xx4s	karlozmac	1141	Comedy	235	178	1	1	0
wJb_9H4JKsc	HeadMonkeyDude	525	Comedy	53	273	0	0	1
q-bLs9DfNuE	asymingt	497	Music	234	19267	4.4	75	78
1AzY6QPkVwc	carpio18	1177	Comedy	237	196	5	3	3
Qv0lq960VeA	Cinema1981	1138	Entertainment	315	5784	5	12	20
Rw6EDKmpXVM	Cinema1981	1139	Entertainment	580	3050	4.47	15	12
HidKMFClQUU	Nehststudios	1160	Film & Animation	184	5007	5	7	4
xa3WJuz5CSM	WrongTurnMovieClips	1194	Entertainment	660	2029	5	1	2
wDubqy-Mzi4	Cinema1981	1138	Entertainment	576	2110	4.88	8	10
n1UIM7g5rfM	Cinema1981	1146	Film & Animation	547	2610	5	7	4
QPnFWlizIvQ	Cinema1981	1146	Entertainment	556	1267	5	6	7
dmQKugoqh2A	WrongTurnMovieClips	1194	Entertainment	193	2487	5	1	3
Dlxx-X4uCYA	matstie	736	Entertainment	212	3926	4.38	13	6
m0PH3mubOa0	hugeooactionoofan	810	Film & Animation	304	47489	4.86	125	135
zmg6jFOc1Xc	Cinema1981	1162	Film & Animation	544	735	4.33	3	6
8OQ0lzwSlv0	towy4	684	Entertainment	150	5287	4.14	14	13
B1cc8n8n5Ag	MetsJackets526	1084	Entertainment	46	311	4.5	2	4
ya1_E-dcZgA	altiprod	1079	Autos & Vehicles	407	895	3.33	3	2
2kRO-knCPl0	matslogen	936	Film & Animation	123	10222	4.95	20	11
hvmziogLPOg	ejiky	1075	Film & Animation	54	155	0	0	0
fyDJVuVTg7E	azan47	1006	Comedy	103	9667	4.85	20	15
yHfu-qhTXC0	fleejj	574	Film & Animation	89	6216	4.2	5	49
SMhS1TMPDVE	azmankaderi	366	Comedy	285	16632	4.73	62	35
ASkcSzzBQew	azan47	1010	Comedy	92	5465	4.68	28	14
VFWQtM3WFso	voodooblack	403	Comedy	480	30614	4.62	87	68
tzTEGwtqkdU	herokampung	627	Music	140	18240	3.89	9	8
xz3P7CTy2RA	zamharis	372	Comedy	28	47127	4.65	17	32
LQRQMvKXVv8	ikiasri	960	Comedy	64	653	5	1	0
Ch-X48zi6w0	steffi20	442	News & Politics	194	10415	4.5	20	6
mP0w-lSMd0k	ati3	416	Entertainment	25	6309	3.33	9	0
3QeQ_F2JyAc	razief	495	Entertainment	265	54369	4.88	51	42
Xc2-EoT-jRI	icam2001	717	Entertainment	120	15954	3.33	9	9
r6eBHjKWawA	nasz01	479	Music	239	35760	4.74	68	24
VFIv1PRTiGw	husaini1978	740	Film & Animation	236	9926	3.81	16	12
2jlRUw9i_14	YVESPANDAI	748	Film & Animation	478	6925	4.67	12	13
MF8Ivj0KBs4	mahatmania	645	Comedy	285	4320	5	6	9
GZhIRkQojQU	pizzahell	737	Music	148	2932	4	4	2
rTNuTJJCPfI	amore2046	976	Entertainment	320	1495	4.33	6	1
irlXZXuACAU	smuuuf	664	Entertainment	80	1146	4.6	5	4
qZE9HK2HJnI	enheyecanliyeri61	1090	Film & Animation	186	3054	4.75	4	3
_LDYdsqw7e4	alavastros	668	Music	64	1028	4.33	3	1
skTwsJxUH3A	mnkutan	1022	Film & Animation	55	420	5	1	0
Ujr_wpp05Y4	acroom	999	Travel & Events	60	457	5	1	2
DSw5imclKLk	EdD1EgJiNaJ	993	Film & Animation	76	413	5	3	1
2WJw3mxEtnk	BoFamous	766	Entertainment	122	187	0	0	2
v2ifyBbimYE	sabintan	423	Entertainment	471	597	3.5	2	2
cRfPF3tLIGQ	semektet	846	Film & Animation	88	5183	5	8	7
73j90qP4yHY	Roxy99	839	People & Blogs	169	7000	4.57	35	47
OcskUz7EluU	Hannibal2046	386	Entertainment	30	7461	4.92	39	33
70pDBXKegbU	brooktroutfilms	632	Film & Animation	614	263	4.75	4	1
Ix8RwHcDknI	whitehibiscus48	691	People & Blogs	475	928	4.5	2	7
QK_Cits3drM	creativei	803	Film & Animation	487	127	5	2	2
e43GbyhVTG0	lacrapule916	765	Comedy	117	3700	1	2	5
uN6xQWOxwKE	fjguilbert	455	Music	227	212514	4.72	299	129
SO9gPOqelH4	MAURICEBITOUNE	927	Sports	11	285	1	1	0
Z1-S5Sss9pM	RedShark53	804	Film & Animation	45	1729	5	1	1
L4mg2PoDpVU	Ramirolive	842	News & Politics	35	5435	2.1	10	0
jq6sjlBf2zQ	powerpo	934	Comedy	143	6489	5	5	5
evSjW5A_0xA	angelsnowmike	1136	Comedy	106	10871	4.12	8	7
iIoaqt4j7KI	mkmprod	611	Comedy	121	1625	5	2	0
t2Qxixh6_mA	capozzatosta	512	Sports	34	81532	3.66	47	76
n6k2BVe0lxM	piafedith	1153	Film & Animation	138	2347	5	10	6
RuAhRVuGles	bastime44	848	Film & Animation	47	12571	4.71	7	9
ebonCwM9g2c	cradle666666	1109	Comedy	48	567	5	1	1
_xkhjV62syk	hbhhjijojofsq	926	Comedy	11	298	5	1	0
DPR5G_RTVas	SarkoSSy	844	News & Politics	35	103638	4.25	28	39
_rwCuxjFtvU	nico59600	760	Pets & Animals	129	9515	4.57	14	5
yWwgJySbM-U	yerry06	599	Autos & Vehicles	59	5543	5	4	9
RQYMh44wA2s	schipsite	1029	News & Politics	150	899	0	0	0
pp4kSnE9614	makotovsbob	742	Comedy	140	7150	3.67	3	1
h7LAyPfZrXk	broadcastom	845	News & Politics	143	512396	4.25	169	290
AfO7-PeRne0	bigmaccc	844	News & Politics	49	437959	4.75	208	110
HfwcuEdXe3E	ultraclickago	1222	Autos & Vehicles	138	766	0	0	0
VdgimeuiPm8	susuescape	1222	People & Blogs	34	175	0	0	0
dB715ng1bvs	pkmoidabor1	1254	People & Blogs	100	57	0	0	0
49RPwS1iG6U	nunikan	1222	Howto & Style	17	11	0	0	0
MmD8AKPc-co	0ShaiYah0	1222	People & Blogs	234	16	5	1	1
A8HFi5MIipA	kawaharayuko	1220	People & Blogs	107	14157	4.76	49	22
sBkTW6HbPa0	sweetsaouce	1222	People & Blogs	51	3674	4.33	6	0
Zp2szXvvVmo	nemo8328	1222	Comedy	530	70	0	0	0
0xJ7CkBMwWA	memyinlove	1222	People & Blogs	38	236	4	2	2
9MubV3Gnx_g	ixezac	1222	Comedy	139	42	0	0	0
uFUks_yhZKg	patyfake	1217	Comedy	50	38	0	0	0
57IVvf3nUSg	zorotyanndayo	1222	Entertainment	253	969	5	1	0
gF5ivzykuQ8	incesto1	1222	People & Blogs	107	4304	4	3	2
hPuQIPLgBIM	doubtlady	1222	Entertainment	124	7521	4.5	8	5
Fgf6vPVmVtA	lulupiccola	1222	Howto & Style	118	17	0	0	0
w69oSQ_IZXA	oriental9152	1222	Howto & Style	133	2671	0	0	0
bdRkdBpWppo	NiKOSphere	815	People & Blogs	207	5743	4.38	24	41
WN2TwwgyyzI	carolii	976	Music	117	293	5	1	1
mmHRW81ZZu4	prisou61	1202	Comedy	266	56	0	0	0
ag0zmMOtZf4	crepinette02	1125	Comedy	215	55	0	0	0
#NAME?	misstete4100	1079	People & Blogs	162	74	0	0	0
4Af7UlZpYgY	titeblonde40	1201	People & Blogs	118	54	0	0	0
wwfK3Fj7H3Y	miiislover	1124	Comedy	39	92	0	0	0
zmBW5vMJmyI	lapetase	1231	Comedy	126	22	0	0	0
Y7UDy780dzw	chieuze14	1140	People & Blogs	69	26	0	0	0
c2kTsR8t-SA	x3marin3x3	1212	Comedy	99	31	0	0	0
o7Hg8_FoQZw	loveuzthegirls	1220	Comedy	154	9	0	0	0
yGNzZUICzTo	x3marin3x3	1164	Comedy	177	96	0	0	0
ni00vY7_9U4	xxxfullofdreams	1124	People & Blogs	197	215	0	0	0
A2TSszYkp6U	loulou1621	1019	People & Blogs	291	42	0	0	0
y6-JbhQqB3k	magueuldu89	1215	Comedy	115	11	0	0	0
ZOi7RKqfm6I	wandy59	1010	People & Blogs	111	97	0	0	0
u1RI_uWRJwg	namoureuse16	1210	People & Blogs	214	28	0	0	0
pN3KIx2Hfo8	badab0oum42	1085	People & Blogs	161	253	5	2	0
66OiVjj_-vo	titinedu59	1048	People & Blogs	100	72	0	0	0
UN83LdvosGA	bichette2709	1148	Comedy	265	42	0	0	0
PSQlK3JzJBA	mimoule69800	1194	Comedy	162	44	0	0	0
TisWbozoBYk	wplaurie88	1205	Music	102	24	0	0	0
HookNr6a0Lw	ardenHK	1052	Music	182	6769	5	15	10
meTlbgv9ox4	taskidos	990	People & Blogs	72	67	0	0	0
UhD9RBEfXFw	nickorap	716	News & Politics	219	527	0	0	0
X26IUpY0_gU	bubu59520	1217	Comedy	343	106	0	0	0
Ce53U8D36WM	simoazerty	754	People & Blogs	231	103	0	0	0
fJvkhCq1QxA	siremi59	1159	People & Blogs	217	146	5	1	0
WbokDjLqOCs	lapuce07400	1207	Comedy	78	134	0	0	0
EkNkzxoCN7Y	blubundso	1183	People & Blogs	157	84	5	1	2
0YfHQl2yp9o	thesalo81	1110	Comedy	82	98	0	0	0
qc2wL5I3RFI	sonytos	1180	Film & Animation	160	48	0	0	0
CFoMyeNOVpU	kenny80300	1216	Comedy	209	22	0	0	0
vUUDP42awE0	kenny80300	1216	Comedy	253	17	0	0	0
n5SfO56BHsQ	dauphinblue93	1171	Comedy	184	16	0	0	0
NWJo0Uj30vk	tazziaa	1139	Comedy	20	326	0	0	0
rZM2CbONOTw	mimipasmimie	1173	People & Blogs	36	92	0	0	0
XpE2T1gjV1o	rockette4	1234	Comedy	170	30	0	0	0
cP7K8hP0cYA	meliami	1120	People & Blogs	81	36	0	0	0
o0qyppK_F8Y	zioslerussse	764	People & Blogs	82	327	0	0	0
JbccL9fpE0o	melinna119	1168	Comedy	103	41	0	0	0
js4eVYdtnIw	MaitreChris	816	Film & Animation	59	20408	4.42	19	8
aZLQE0xF--Q	Perfect007	896	Film & Animation	63	28490	4.9	21	14
DiZUM5lwFss	YuGi0hGX	1150	Film & Animation	233	948	5	5	0
2J5o6yQIF4I	aevampire	1021	Music	67	437	0	0	0
ru_hPoGHWKQ	YugikoGX	997	Film & Animation	69	524	5	1	0
YvZtpribhZw	Necroshruikan	580	Film & Animation	191	11852	3.5	6	1
tEhoNdXZ9DQ	nitram62	751	Film & Animation	59	3296	3.4	5	0
MmZVcK6Cq68	07sent	1180	Music	20	100	0	0	0
7LyWyKWqb70	crazylopez88	554	Film & Animation	110	4851	5	7	8
bGErEuTiTqM	rostapooz	922	Entertainment	60	14870	5	4	9
EJzrbFnPKG8	93n8y	1003	People & Blogs	22	529	0	0	0
_IOyYH6_Mcs	93n8y	1002	People & Blogs	22	244	0	0	0
E7SQh4yBzVc	br3r2	1001	People & Blogs	22	445	0	0	0
GqujFp6nre0	sofista25	1077	Film & Animation	212	6867	4.85	13	2
6w5sPTeq898	mutlurefik	955	Comedy	71	24546	4.69	16	17
avY_7QDXPxo	cardii	634	Entertainment	146	222334	3.55	292	385
VuWjZzTBVg0	glenponder	695	Comedy	175	30939	4.86	59	36
hdtvI-00LAU	229940100	1114	People & Blogs	30	1347	5	1	0
Xos72Hfq6ME	crystaljollybottom	828	Comedy	596	2406	4.6	5	4
lkcQ7g1uCzU	paulharris1967	809	Entertainment	156	1765	5	3	1
wnv59hqAqd4	kdaryling	1124	Entertainment	628	3892	4.57	7	9
42zkSLC0I2o	Moon878	610	Entertainment	236	27908	4.86	109	138
MpTuj1PUNt4	paulharris1967	809	Entertainment	221	2076	5	3	5
TpA85zS6eAI	GeoJea	539	People & Blogs	6	29911	4.33	9	5
oXm9Gu2BMsc	tvinsider3	873	People & Blogs	66	4382	5	13	6
NS4Z93t6DbM	pycroft	430	Pets & Animals	28	1361	0	0	0
W9b0BEC0j4I	andersdmoney	728	Music	181	64386	4.89	401	304
bt9Sbbi7xdQ	LoneTreeVideo	930	People & Blogs	595	6864	5	1	0
U88dFqUw2o8	webothlovesoup	802	Entertainment	226	26183	4.91	53	32
bEjF9BOnfI8	brittanyjke1	871	Entertainment	60	12943	3.67	6	18
Yfpvb_y8OyQ	crazynlazy262	659	Comedy	38	1967	3.5	6	5
WgSAU3GdwKs	tanisx3	711	Sports	4	1247	3.67	3	1
U-vt7TD9GEM	spangdida	1227	Film & Animation	120	1474	5	2	3
XQ3XK3vFqbE	keatonHunn	358	Comedy	30	1160	4.25	4	4
sUXk1ZXbCkk	nicolexblanca	842	Music	47	1471	3	2	1
dEeqBxnuJqY	Adriennemarieeee	569	Comedy	52	1907	4.6	5	2
PEBRkekbbVA	brittanyisbangin	520	Music	40	63700	2	27	9
TQeFPXAYZFY	media4mlp	740	People & Blogs	599	12596	3.81	16	9
xgXoYPW2aaQ	hottieswitbodys	554	Comedy	229	1741	2.17	6	0
asIf41OiZws	mikabeans	746	Comedy	49	23032	3.67	15	11
1L_fWtpdUAQ	alp9886	663	Entertainment	17	265	0	0	0
tgETG19LGDs	7ktfet	1222	People & Blogs	166	5127	4.75	16	24
rEbrPLNnHxU	daniserpa2	778	Music	51	1958	3	1	0
E4Wvq26B2Ew	nussker	750	Comedy	70	1713	3.6	5	2
KTwSv4jpXcM	pendragonxx	1087	Music	189	202	5	2	9
y-olXcpQWFY	littomidget07	806	Entertainment	63	4179	4	2	1
zlQmvMlqk8E	BritishHeroGuy	904	People & Blogs	192	251	5	4	8
lhzRXzHWrms	cocoajew420	1105	People & Blogs	152	102	5	1	0
5yGea9avGuY	kenamoto	1105	Entertainment	371	267	5	3	11
9SdL7wP2uZ4	colombianrolo	776	Music	8	812	3.5	2	0
3U6KKGvuO4w	Cadavaris	1226	Music	157	81	5	1	1
vS9cy8Z1z8U	fooface191	1062	Music	101	704	5	2	2
rIDI8ZcIvk4	SoCalWR	777	Music	45	4429	5	2	16
mD54DUhnQMA	ksegura14	858	Entertainment	74	74	0	0	1
fUKF25N3A78	aaronrcheng	775	Entertainment	32	3166	5	2	10
I1ETGgU4qh8	djvoxx	778	Music	57	1484	0	0	2
IjX6-bTkJeI	PonyboyCurtisLove	1078	Entertainment	191	143	4.67	3	6
ICITVEz5UfA	PublicIllusion	497	People & Blogs	53	1873	0	0	1
Ckz3anrvdWg	SoCalWR	775	Music	125	9064	4.2	5	27
_xWpCWTTGq4	Disneylover89	1106	Film & Animation	81	15323	4.5	14	6
2L3Ja8KrRv0	videos4everybody	1103	Entertainment	65	16492	5	11	8
wKUFX6yjyzQ	DiamondThomas	1104	Film & Animation	335	3593	4.5	4	1
zHQ-31g3heI	KillerMan565	1131	Autos & Vehicles	270	6760	5	9	1
q0Xq2veMghg	videos4everybody	1103	Entertainment	62	10151	4.56	9	2
T3WqS9dNOsw	SONICJ1	843	Autos & Vehicles	268	62055	4.89	47	51
12fW6cwCWww	videos4everybody	1101	Entertainment	21	54097	4.76	25	40
YoPLvl8gkBI	Disneylover89	1101	Film & Animation	51	12141	4	8	1
LbDEsx4OLVs	videos4everybody	1103	Entertainment	30	21361	4.79	24	25
_8TmbK_z404	videos4everybody	1103	Entertainment	70	11291	5	7	10
vGvrjKed6rw	videos4everybody	1101	Entertainment	407	14583	5	11	5
6o3eopSI2SE	EmilyTheCutiepie	1056	Film & Animation	96	40779	4.72	40	22
uIrR5XYC16g	videos4everybody	1103	Entertainment	66	21456	5	8	10
lqX1kFIc6Sk	BrittNicoleSparrow	976	Music	216	6241	4.92	24	19
2fxXDdzYcvk	Jump5Freako	892	People & Blogs	220	8991	4	13	11
lQdA6cMfjUo	paperroses101	879	Music	244	44354	4.85	87	71
QJrJ8Snl0s4	shinelykstarz	1031	Music	193	4928	5	10	13
0SU_XTw6Fb0	briogirl23	1127	Music	301	3455	4.53	19	33
14M0A-HIqG4	123abcsarah	937	Music	190	3309	4.44	9	11
Q3Xbk1elzFs	pineapple70000	1072	Music	174	2012	5	11	6
K5c8NBnKDKI	BloodstreamTV	1060	Music	599	2043	4.8	5	3
EFJzOXeATJk	jfreak4life	1077	Entertainment	247	576	5	1	3
v0qbcCQmpbU	paperroses101	869	Music	231	45655	4.91	134	141
BvdcqJ9zk9I	chyeahh1098	1146	Music	249	16008	4.86	29	45
FIU_rfoW77U	paperroses101	903	Music	246	71605	4.91	186	186
dfZ56EMq4Zg	paperroses101	1004	Music	218	19572	4.97	62	60
_4cBlwMxvFU	armwritingdotcom	657	Music	180	10990	4.78	9	12
DZCvYxXj56M	RemindsMeOfYou	695	Music	333	14052	5	18	9
AdPyGs57f24	nikkijeanproject	785	Music	110	4672	5	3	1
MV77Btx0zRM	trafficevents	882	Music	42	1313	5	2	1
tUwHzDv0YzQ	ghisenstak	859	Music	104	1212	5	1	1
85T35yYEReA	hervanta03	964	Music	62	690	5	1	0
E2MkoVKpVGg	playlooprecords	765	Music	279	3396	4.25	4	1
ETLAum5R4II	armwritingdotcom	657	Music	98	1714	0	0	0
VDhoCYEbg-g	zakimusic	1163	Music	65	2469	5	2	3
XBNMPyqWKUE	woodshopfilms	1015	Music	252	467	0	0	0
g3zlhAiRtQo	milothedj	1147	Music	396	481	5	2	1
XnY3MfAjqFM	LadyLavan	782	Entertainment	34	519	0	0	2
RDjvkI3rjXI	trafficevents	882	Music	50	514	0	0	0
NKeBe33ZKAo	Sagplaya	911	People & Blogs	93	212	0	0	0
PVnwjHl7bUs	chrisbarrett	827	News & Politics	145	1375	4	3	7
CUPqm30Xhos	2151200z	643	Music	218	4979	5	8	11
BiRLHb9bYV8	kidchriz	896	Music	564	1077	3	1	1
ohdpB-wyTn8	ghisenstak	859	Music	55	573	5	1	0
My9CtEKljsI	sater089	990	Entertainment	600	2130	2.88	8	2
0lQY8hkIMQk	TackyD	1192	Music	277	578	5	6	2
7jvQhT4b7HQ	neofylex	925	Entertainment	391	544	0	0	0
OMaEG05Wrhs	DonNinja	902	Music	214	1712	4.88	8	15
